,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
929,0,13800,       57481,       89421,DebtCon,ProfExe,           9,           0,           0,183.10936064,           0,          19,22.643395545
930,0,13800,       77130,      127000,DebtCon,ProfExe,          15,           0,           0,296.33333333,           0,          19,
931,1,13800,       35807,       40700,DebtCon,Other,           1,           0,           0,91.266666667,           1,          17,
932,0,13800,,       43082,HomeImp,Other,           0,           0,           0,316.03624437,           0,           9,26.166013822
933,1,13800,       65178,       79000,DebtCon,Office,          11,           0,           3,       111.6,           1,          23,
934,0,13800,       67762,       80748,DebtCon,Sales,           8,           0,           0,135.94862249,           0,          35,27.194107012
935,1,13800,       97778,      116814,DebtCon,Other,          15,           1,           3,120.78139621,           1,          22, 23.20471329
936,1,13900,       77699,       92587,DebtCon,Other,          13,           0,           2,134.63357916,           0,          36,39.196149463
937,1,13900,,,HomeImp,Other,           4,           0,           2,209.47991026,           0,          15,35.774891787
938,0,13900,       68876,       90813,HomeImp,Other,,           0,           0,284.49690358,           0,          19,31.164149986
939,0,13900,       65437,       94518,DebtCon,ProfExe,          10,           0,           0,182.40075506,           0,          19,21.296075321
940,0,13900,       78442,      105065,HomeImp,ProfExe,           0,           0,           0,71.550477459,           0,          19, 34.75170874
941,1,13900,      144263,      167164,DebtCon,ProfExe,           8,           2,           6,111.58860329,           5,          38,91.612599977
942,1,13900,       51653,       85578,DebtCon,Other,          13,           0,           0,90.273079432,           0,           7,41.693377223
943,0,13900,       80836,       93912,DebtCon,Other,           5,           2,           0,69.268409144,           0,          20,23.916346606
944,0,13900,       85358,      101401,DebtCon,Other,           0,           0,           0,145.79410614,           0,          22,40.114411439
945,0,13900,       77007,       96718,DebtCon,ProfExe,           8,           2,           0,183.60866723,           0,          30,26.431314522
946,0,13900,       63831,       81378,DebtCon,,           9,,,,,,24.371050483
947,0,13900,       33403,       69878,DebtCon,ProfExe,           8,           0,           0,259.81328323,           1,          16,23.735216156
948,0,14000,       92583,      114379,DebtCon,Other,          10,           0,           0,169.44834174,           0,          27,34.130768601
949,0,14000,,       58407,,,           8,           0,           0,107.53333333,           0,          15,
950,1,14000,       67881,       93390,DebtCon,,,,,,,,
951,1,14000,,       42500,DebtCon,Other,,,,,,,
952,0,14000,       62000,       88500,HomeImp,Office,           9,,,107.36666667,           0,          11,
953,0,14000,       42767,       60950,DebtCon,Other,           7,           0,           1,117.66666667,           3,          49,
954,0,14000,       42000,       60000,DebtCon,Mgr,          27,           1,           0,281.06666667,           1,          17,
955,1,14000,       49207,       70525,DebtCon,Office,           3,           3,           3,205.96666667,           2,          51,
956,0,14000,       46541,       64338,DebtCon,Other,           0,           0,           0,204.40944332,           1,          12,28.364798507
957,0,14000,       59736,       97411,DebtCon,ProfExe,           7,           0,           0,200.15536564,           1,          19,20.116982025
958,0,14000,       63451,      105702,HomeImp,ProfExe,           8,           0,           0,257.22632505,           1,          12,33.903063818
959,0,14000,       43173,       65985,HomeImp,ProfExe,           5,           0,           0,215.98589471,           3,          18,37.148691731
960,0,14100,       36309,       53321,HomeImp,Other,           8,           0,           0,110.20635054,           1,          10,19.187914011
961,1,14100,       52302,       63589,HomeImp,ProfExe,           6,           0,           0,130.34246718,           4,           8,34.792831648
962,0,14100,       54081,       68577,DebtCon,Other,           8,           0,           0,237.68227828,           0,          17,33.089017513
963,1,14100,       43927,       60000,DebtCon,Other,           0,           0,           0,           0,          12,           8,
964,0,14100,       51723,       77207,DebtCon,ProfExe,          21,           0,           0,199.53304804,           0,          15,25.092147219
965,0,14100,       86730,      117667,DebtCon,ProfExe,           1,           0,           2, 134.3555745,           0,          34, 31.98051047
966,0,14100,       86996,      108452,HomeImp,Other,          19,           0,           0,134.99325176,           4,          24,29.778946076
967,0,14100,       49927,       67761,DebtCon,Mgr,          26,           0,           0,276.54991315,           1,          16,36.599391114
968,1,14100,       61036,       84979,HomeImp,Mgr,           1,           0,           0, 174.5911708,           2,          23,50.276214936
969,0,14200,       84718,      103804,HomeImp,Other,          21,           0,           0,123.66357507,           4,          23,30.635348147
970,0,14200,       44412,       72946,DebtCon,ProfExe,          19,           0,           0, 196.1321341,           0,          15,23.773201872
971,1,14200,      100663,      122021,DebtCon,ProfExe,           0,           0,           0,139.98397675,           0,          20,43.797459562
972,0,14300,       85631,      100000,HomeImp,Other,          20,           0,           0,144.99929699,           3,          23,30.130636379
973,0,14300,       60811,       89324,DebtCon,ProfExe,           8,           0,           0, 205.6830398,           0,          20,20.989811835
974,0,14300,       45615,       80818,DebtCon,Mgr,           4,           0,           0,115.13688503,           0,           9,28.738343193
975,0,14300,       81000,      100000,DebtCon,Office,          30,,           1,333.83333333,           2,          50,
976,1,14300,       37000,       54000,DebtCon,,           0,           0,           0,320.63333333,           2,          26,
977,0,14300,       33261,       41835,DebtCon,Other,           9,,           0,155.14316084,           6,          28, 40.50295999
978,0,14300,,       41870,HomeImp,Other,           0,           0,           0, 314.4683435,           0,           8,27.608918922
979,0,14300,       80299,      123339,,,,,,,,,35.311170918
980,0,14300,       52608,       76936,DebtCon,Other,           0,           0,           0,217.27719188,           0,           9,34.095384038
981,0,14300,       70322,       88626,DebtCon,Other,           3,           0,           0,244.83986415,           2,          26,32.647541118
982,0,14300,       89984,      121189,HomeImp,Mgr,           4,           0,           2,137.59782329,           0,          25,41.613325222
983,0,14400,       34291,       68444,DebtCon,ProfExe,           6,           0,           0,262.07916362,           1,          15,21.981066452
